Código Postal,Municipio,Estado,Siglas Plaza,LU,MA,MI,JU,VI,SA,DO,Periodicidad,Es Ocurre Forzoso,Reexpedición,Garantía Máxima
02850,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02860,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02870,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02900,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02910,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02920,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02930,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02940,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02950,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02960,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02970,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02980,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
02990,AZCAPOTZALCO,CIUDAD DE MEXICO,MX3,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03000,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03010,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03020,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03023,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03028,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03100,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03103,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03104,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03109,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03199,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03200,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03220,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03229,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03230,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03240,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03300,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03303,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03310,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03313,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
03319,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03320,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03330,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03340,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03400,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03410,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03420,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03430,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03440,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03500,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03510,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03520,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03530,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03540,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03550,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03560,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03570,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
03580,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03590,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03600,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03610,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03620,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03630,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03640,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03650,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03660,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03700,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03710,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03720,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03730,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03740,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03800,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03810,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03820,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03840,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03849,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03900,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03910,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03920,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03930,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
03940,BENITO JUAREZ,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,3958333333"
04000,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04009,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04010,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04020,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04030,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04040,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04100,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04110,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04120,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04129,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04200,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04210,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04230,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04239,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04240,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04250,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04259,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04260,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04270,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04280,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04300,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04307,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04309,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04310,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04317,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04318,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04319,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04320,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04326,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04327,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04330,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04336,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04337,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04338,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04340,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04350,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04359,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04360,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04368,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04369,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04370,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04380,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04390,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04400,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04410,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04420,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04440,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04450,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04460,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04470,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04480,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04489,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04490,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04500,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04510,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04513,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04519,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04530,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04535,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04600,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04610,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04620,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04630,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04640,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04650,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04660,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04700,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04710,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04718,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04719,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04720,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04729,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04730,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04738,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04739,COYOACAN,CIUDAD DE MEXICO,MX1,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04800,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04810,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04815,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04830,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04840,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04843,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04849,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04850,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04870,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04890,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04899,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04908,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04909,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04910,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04918,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04919,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04920,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04929,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04930,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04938,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04939,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04940,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04950,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
04960,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04970,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,"0,4791666667"
04980,COYOACAN,CIUDAD DE MEXICO,MXO,X,X,X,X,X,X,,DIARIA,No,No,DIA SIG.
05000,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05009,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05010,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05020,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05030,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05039,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05050,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05060,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05100,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05110,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05118,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05119,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05120,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,"0,4791666667"
05126,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05128,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05129,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05130,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05200,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05214,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05219,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05220,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05230,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05238,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05240,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05249,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05260,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05268,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05269,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05270,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05280,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05310,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05320,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05330,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05348,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05349,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,"0,4791666667"
05360,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05370,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05379,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,X,X,X,X,,,DIARIA,No,No,DIA SIG.
05400,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,SEMANAL,No,No,2 DIAS
05410,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,SEMANAL,No,No,TERRESTRE
05500,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,SEMANAL,No,No,2 DIAS
05520,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,DIARIA,No,No,2 DIAS
05530,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,DIARIA,No,No,2 DIAS
05600,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,SEMANAL,No,No,TERRESTRE
05610,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,SEMANAL,No,No,TERRESTRE
05619,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,DIARIA,No,No,2 DIAS
05620,CUAJIMALPA DE MORELOS,CIUDAD DE MEXICO,MX3,X,,X,,X,,,DIARIA,No,No,2 DIAS
